request_id,context_id,question,token_length,context_tokens,ttft_s,total_latency_s,response_length,response_preview
18,osdi24-sun-biao,Summarize the key findings in 2-3 sentences.,889,876,0.0543,0.7646,281,"The key findings of the paper ""Llumnix: Dynamic Scheduling for Large Language Model Serving"" include near-zero-downtime "
19,osdi24-sun-biao,Summarize the key findings in 2-3 sentences.,889,876,0.0605,0.7471,252,"The key findings of the paper ""Llumnix: Dynamic Scheduling for Large Language Model Serving"" include near-zero-downtime "
20,osdi24-sun-biao,What are the practical implications of this work?,885,876,0.1268,1.8904,809,"The practical implications of this work include improved performance, reduced latency, and cost savings for large langua"
21,osdi24-sun-biao,What are the practical implications of this work?,885,876,0.1201,1.7455,869,"The practical implications of this work include improved performance, reduced latency, and cost savings for large langua"
22,osdi24-sun-biao,What are the practical implications of this work?,885,876,0.0599,1.7685,777,The practical implications of this work are significant for large language model (LLM) serving systems. By providing a u
23,osdi24-sun-biao,What are the practical implications of this work?,885,876,0.0712,0.1476,48,The practical implications of this work include:
24,osdi24-sun-biao,What are the practical implications of this work?,885,876,0.1261,0.7732,313,The practical implications of this work are significant for large language model (LLM) serving systems. By introducing r
25,SplitRPC-sigmetrics23,What methodology or approach is proposed?,791,784,0.0293,1.8751,917,"The proposed methodology is SplitRPC, a high-performance RPC stack designed for ML inference serving that separates the "
26,SplitRPC-sigmetrics23,What methodology or approach is proposed?,791,784,0.0285,0.709,301,"The proposed methodology is the SplitRPC stack, which is designed to split the control and data paths in an RPC system f"
27,SplitRPC-sigmetrics23,What methodology or approach is proposed?,791,784,0.0476,0.5014,257,The proposed methodology or approach in the document is a high-performance RPC stack called SplitRPC specifically design
28,SplitRPC-sigmetrics23,What methodology or approach is proposed?,791,784,0.0273,1.2345,599,"The methodology proposed in the document is the implementation of a new high-performance RPC stack called SplitRPC, desi"
29,SplitRPC-sigmetrics23,What methodology or approach is proposed?,791,784,0.0741,1.4172,679,The methodology proposed in the document is to implement a high-performance RPC stack called SplitRPC for ML inference s
30,SplitRPC-sigmetrics23,Summarize the key findings in 2-3 sentences.,797,784,0.026,0.626,302,SplitRPC is a high-performance RPC stack designed for ML inference serving that separates the control and data paths to 
31,SplitRPC-sigmetrics23,Summarize the key findings in 2-3 sentences.,797,784,0.0347,0.7956,371,The key findings are that SplitRPC significantly outperforms traditional RPC frameworks like gRPC-VMA and Lynx in both l
32,SplitRPC-sigmetrics23,Summarize the key findings in 2-3 sentences.,797,784,0.1376,0.8496,314,The key findings of the SplitRPC paper are that it significantly reduces the overhead of RPCs in ML inference serving by
33,SplitRPC-sigmetrics23,Summarize the key findings in 2-3 sentences.,797,784,0.0655,0.9441,450,The key findings of the research are that SplitRPC significantly outperforms existing RPC frameworks in terms of latency
34,SplitRPC-sigmetrics23,Summarize the key findings in 2-3 sentences.,797,784,0.1201,1.2894,579,"The key findings of SplitRPC, a high-performance RPC stack designed for ML inference serving, include significant improv"
35,SplitRPC-sigmetrics23,Explain the system architecture described in this paper.,794,784,0.1321,0.9644,418,The system architecture described in this paper is called SplitRPC. It is a high-performance RPC stack designed for ML i
36,SplitRPC-sigmetrics23,Explain the system architecture described in this paper.,794,784,0.0431,1.0786,469,"The paper ""SplitRPC: A Control + Data Path Splitting RPC Stack for ML Inference Serving"" describes a system architecture"
37,SplitRPC-sigmetrics23,Explain the system architecture described in this paper.,794,784,0.0275,0.38,185,"The system architecture described in this paper is called SplitRPC, which is a high-performance RPC stack designed for M"
38,SplitRPC-sigmetrics23,Explain the system architecture described in this paper.,794,784,0.0607,0.6537,286,"The paper describes the architecture of SplitRPC, a high-performance RPC stack designed for ML inference serving. The sy"
39,SplitRPC-sigmetrics23,Explain the system architecture described in this paper.,794,784,0.1038,0.4214,171,The system architecture described in the paper is called SplitRPC and it is designed for high-performance ML inference s
40,SplitRPC-sigmetrics23,What datasets or benchmarks were used for evaluation?,793,784,0.0276,0.3112,147,"The document mentions that the evaluation was done using real workload traces. However, it does not specify which datase"
41,SplitRPC-sigmetrics23,What datasets or benchmarks were used for evaluation?,793,784,0.0413,1.2375,518,"The paper did not specify the exact datasets or benchmarks used for evaluation. However, based on the context, it is lik"
42,SplitRPC-sigmetrics23,What datasets or benchmarks were used for evaluation?,793,784,0.1006,0.8929,378,The document does not provide specific information about the datasets or benchmarks used for evaluation. It mentions tha
43,SplitRPC-sigmetrics23,What datasets or benchmarks were used for evaluation?,793,784,0.0763,1.096,498,"The document does not explicitly mention the specific datasets or benchmarks used for evaluation. However, it states tha"
44,SplitRPC-sigmetrics23,What datasets or benchmarks were used for evaluation?,793,784,0.0677,0.1999,63,The evaluation of SplitRPC was done using real workload traces.
45,SplitRPC-sigmetrics23,What is the main contribution of this paper?,793,784,0.0628,0.9807,444,"The main contribution of this paper is the introduction of SplitRPC, a high-performance RPC stack designed for ML infere"
46,SplitRPC-sigmetrics23,What is the main contribution of this paper?,793,784,0.0719,0.9968,444,"The main contribution of this paper is the introduction of SplitRPC, a high-performance RPC stack designed for ML infere"
47,SplitRPC-sigmetrics23,What is the main contribution of this paper?,793,784,0.0281,1.0055,471,"The main contribution of this paper is the development of SplitRPC, a high-performance RPC stack designed for ML inferen"
48,SplitRPC-sigmetrics23,What is the main contribution of this paper?,793,784,0.0274,0.8926,431,"The main contribution of this paper is the introduction of SplitRPC, a high-performance RPC stack designed for ML infere"
49,SplitRPC-sigmetrics23,What is the main contribution of this paper?,793,784,0.0266,0.3443,166,"The main contribution of this paper is the design of SplitRPC, a high-performance RPC stack specifically tailored for ML"
50,ServerlessLLM_summary,What is the main contribution of this paper?,610,601,0.1268,0.522,204,"The main contribution of this paper is the introduction of ServerlessLLM, a distributed system designed for low-latency "
51,ServerlessLLM_summary,What is the main contribution of this paper?,610,601,0.0256,0.4394,204,"The main contribution of this paper is the introduction of ServerlessLLM, a distributed system designed for low-latency "
52,ServerlessLLM_summary,What is the main contribution of this paper?,610,601,0.1267,0.5418,204,"The main contribution of this paper is the introduction of ServerlessLLM, a distributed system designed for low-latency "
53,ServerlessLLM_summary,What is the main contribution of this paper?,610,601,0.0651,0.4763,194,"The main contribution of this paper is the development of ServerlessLLM, a distributed system for low-latency serverless"
54,ServerlessLLM_summary,What is the main contribution of this paper?,610,601,0.03,0.4338,195,"The main contribution of this paper is the introduction of ServerlessLLM, a distributed system for low-latency serverles"
55,ServerlessLLM_summary,Summarize the key findings in 2-3 sentences.,614,601,0.0253,0.8578,434,ServerlessLLM is a distributed system designed for low-latency serverless inference of large language models (LLMs). It 
56,ServerlessLLM_summary,Summarize the key findings in 2-3 sentences.,614,601,0.025,0.6475,294,ServerlessLLM is a distributed system designed to reduce latency in serverless inference of large language models (LLMs)
57,ServerlessLLM_summary,Summarize the key findings in 2-3 sentences.,614,601,0.1174,1.3167,516,ServerlessLLM is a distributed system designed to reduce cold-start latency in serverless inference of large language mo
58,ServerlessLLM_summary,Summarize the key findings in 2-3 sentences.,614,601,0.0309,0.8022,398,"ServerlessLLM is a distributed system that leverages GPU server storage hierarchies to store model checkpoints locally, "
59,ServerlessLLM_summary,Summarize the key findings in 2-3 sentences.,614,601,0.0269,0.6069,308,The key findings of ServerlessLLM include its ability to significantly reduce low-latency serverless inference for large
60,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.0277,0.4749,207,ServerlessLLM proposes a methodology that optimizes the low-latency serverless inference of Large Language Models (LLMs)
61,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.0693,1.2224,566,"The methodology proposed in the document is the ServerlessLLM system, which is designed to handle low-latency serverless"
62,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.0257,0.4523,207,"The methodology or approach proposed in the document is the ServerlessLLM system, which is designed to provide low-laten"
63,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.029,0.4107,172,ServerlessLLM is proposed as a methodology or approach for low-latency serverless inference of large language models (LL
64,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.0264,0.9096,463,ServerlessLLM proposes a methodology or approach that leverages GPU server storage hierarchies to store model checkpoint
65,ServerlessLLM_summary,How does this paper relate to network systems or ML inference?,613,601,0.0495,0.1765,71,This paper relates to network systems and ML inference in several ways:
66,ServerlessLLM_summary,How does this paper relate to network systems or ML inference?,613,601,0.0272,1.0175,464,"The paper, ""ServerlessLLM: Low-Latency Serverless Inference for Large Language Models,"" discusses the optimization of lo"
67,ServerlessLLM_summary,How does this paper relate to network systems or ML inference?,613,601,0.0259,1.5264,765,"This paper relates to both network systems and ML inference. Specifically, it discusses a system called ServerlessLLM th"
68,ServerlessLLM_summary,How does this paper relate to network systems or ML inference?,613,601,0.0293,0.171,77,This paper relates to network systems and ML inference in the following ways:
69,ServerlessLLM_summary,How does this paper relate to network systems or ML inference?,613,601,0.1023,0.5023,202,This paper relates to network systems and ML inference by focusing on the optimization of low-latency inference of large
70,ServerlessLLM_summary,What future work do the authors suggest?,609,601,0.096,1.12,547,"The authors suggest future work on optimizing checkpoint loading, live migration, and model scheduling for LLMs. They al"
71,ServerlessLLM_summary,What future work do the authors suggest?,609,601,0.0249,0.1224,55,The authors suggest future work in the following areas:
72,ServerlessLLM_summary,What future work do the authors suggest?,609,601,0.0279,0.1238,55,The authors suggest future work in the following areas:
73,ServerlessLLM_summary,What future work do the authors suggest?,609,601,0.1028,0.3112,111,The authors suggest future work to further optimize and scale ServerlessLLM. Some potential directions include:
74,ServerlessLLM_summary,What future work do the authors suggest?,609,601,0.0728,0.8079,394,"The authors suggest future work on further optimizing checkpoint storage, live migration, and model scheduling to achiev"
