request_id,context_id,question,token_length,context_tokens,ttft_s,total_latency_s,response_length,response_preview
80,osdi24-lee,What is the motivation behind this research?,809,801,0.0573,0.3725,190,The motivation behind this research is to address the limitations of existing KV eviction strategies in LLM inference sy
81,osdi24-lee,What is the motivation behind this research?,809,801,0.0287,0.7814,371,"The motivation behind this research is to address the limitations of existing KV eviction strategies, such as H2O, which"
82,osdi24-lee,What is the motivation behind this research?,809,801,0.027,0.8219,407,"The motivation behind this research is to address the limitations of existing KV eviction strategies, such as H2O, which"
83,osdi24-lee,What is the motivation behind this research?,809,801,0.0736,1.2254,603,The motivation behind this research is to address the limitations of existing KV eviction strategies in large language m
84,osdi24-lee,What is the motivation behind this research?,809,801,0.0271,0.8154,397,"The motivation behind this research is to address the limitations of existing KV eviction strategies like H2O, which do "
85,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0904,0.2738,99,"The authors mention several limitations of existing KV eviction strategies like H2O, which include:"
86,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.1126,0.265,86,The authors highlight several limitations of existing KV eviction strategies like H2O:
87,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0259,0.2226,120,"The authors highlight several limitations of existing KV eviction strategies in their paper. Specifically, they mention:"
88,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0283,0.2145,101,The authors highlight several limitations of existing KV eviction strategies like H2O. These include:
89,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0277,0.3141,138,"The authors highlight several limitations of existing KV eviction strategies, such as H2O, FlexGen, and others. These li"
90,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0259,0.1453,63,The main limitations mentioned by the authors in the paper are:
91,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.1039,0.3224,130,The authors mention several limitations of outsourcing middlebox functionality to the cloud. Some of the main limitation
92,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0249,0.1223,53,The authors mention a few limitations in their paper:
93,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0251,0.1135,54,The main limitations mentioned by the authors include:
94,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0263,0.135,66,"The authors mention several limitations in their paper, including:"
95,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.026,0.4546,222,The evaluation for APLOMB was conducted using a large-scale study of enterprise networks. The study involved 57 enterpri
96,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.1195,0.5216,215,The paper mentions that APLOMB introduces negligible performance impact and that evaluations are conducted on real-world
97,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0271,1.1705,560,"The paper mentions that the evaluation of APLOMB involved a study across 57 enterprises. However, it does not provide sp"
98,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0269,0.2009,101,The paper does not provide specific information about the datasets or benchmarks used for evaluation.
99,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.1028,0.281,101,The paper does not provide specific information about the datasets or benchmarks used for evaluation.
100,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0258,0.7025,349,The experimental setup used in this paper involved a large-scale study across 57 enterprises to evaluate the effectivene
101,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.1065,1.101,500,The experimental setup used in this paper involved a large-scale study across 57 enterprises. The study aimed to evaluat
102,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0758,0.6953,331,The experimental setup used in this paper includes a study across 57 enterprises. The study aimed to understand the high
103,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0719,1.1277,570,The experimental setup used in this paper involved a study across 57 enterprises to assess the performance and feasibili
104,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0281,0.5857,288,"The authors conducted a large-scale study across 57 enterprises to evaluate the effectiveness of their proposed system, "
105,metron-nsdi18,What is the motivation behind this research?,665,657,0.0293,0.4044,211,"The motivation behind this research is to eliminate performance challenges that NFV faces, specifically packet handovers"
106,metron-nsdi18,What is the motivation behind this research?,665,657,0.0301,0.6631,329,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
107,metron-nsdi18,What is the motivation behind this research?,665,657,0.0261,0.3976,204,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
108,metron-nsdi18,What is the motivation behind this research?,665,657,0.0274,1.0227,498,The motivation behind this research is to address the performance challenges faced by NFV (Network Function Virtualizati
109,metron-nsdi18,What is the motivation behind this research?,665,657,0.116,0.4862,204,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
110,metron-nsdi18,What methodology or approach is proposed?,664,657,0.1162,0.4631,171,The methodology proposed in the document is based on the use of NFV (Network Functions Virtualization) to run stateful s
111,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0287,1.0488,485,"Metron proposes a methodology that leverages hardware-aware placement, dispatching, and offloading strategies to efficie"
112,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0284,0.3983,197,"The methodology or approach proposed in the Metron paper is leveraging hardware-aware placement, dispatching, and offloa"
113,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0811,0.8084,380,The methodology or approach proposed in the document is the use of smart tagging and hardware dispatching to eliminate p
114,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0275,1.1002,557,The methodology or approach proposed in the document is to use commodity server and network resources to run stateful se
115,metron-nsdi18,What problem does this paper address?,664,657,0.0271,1.003,481,The problem addressed in this paper is the performance challenges faced by NFV (Network Function Virtualization) in runn
116,metron-nsdi18,What problem does this paper address?,664,657,0.0264,0.9706,495,This paper addresses the performance challenges faced by NFV (Network Functions Virtualization) when trying to replace h
117,metron-nsdi18,What problem does this paper address?,664,657,0.0646,0.5423,250,"The paper addresses the performance challenges faced by NFV platforms, particularly in stateful service chains. It propo"
118,metron-nsdi18,What problem does this paper address?,664,657,0.1094,0.9972,479,The paper addresses the performance challenges that NFV (Network Function Virtualization) systems face when running stat
119,metron-nsdi18,What problem does this paper address?,664,657,0.0272,0.6452,342,The paper addresses the challenge of improving the performance of NFV service chains by fully utilizing commodity server
120,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0262,0.9151,424,The experimental setup for this paper involved using PyTorch as the implementation framework and integrating Janus with 
121,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0252,0.6203,291,The experimental setup used in this paper includes running Janus on a 32-A100 cluster. The authors evaluated its perform
122,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0256,0.7953,364,The experimental setup used in this paper involved training sparse mixture-of-experts (MoE) models on 32 A100 GPUs. The 
123,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0286,0.1474,76,The experimental setup used in this paper involved the following components:
124,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0295,0.5266,204,The experimental setup used in this paper includes running experiments on a 32-A100 cluster. The authors also tested the
125,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0257,0.5468,229,"The methodology or approach proposed in the paper ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of"
126,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0267,0.5496,229,"The methodology or approach proposed in the paper ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of"
127,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0264,0.797,397,The methodology proposed in the document is the implementation of a data-centric communication model for Mixture-of-Expe
128,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0257,0.4702,214,"The methodology or approach proposed in this paper is a unified distributed training framework called Janus, which intro"
129,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0262,1.1,474,"The methodology or approach proposed in the paper ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of"
130,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0273,0.817,330,"Janus compares well to existing approaches, especially in terms of speedup. It achieves up to 2.06× speedup on 32-A100 c"
131,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0269,1.3734,614,Janus compares favorably to prior approaches by introducing a novel data-centric communication model. Unlike expert-cent
132,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0265,0.6337,284,"Janus introduces a data-centric paradigm for Mixture-of-Experts (MoE) model training, which reduces costly All-to-All co"
133,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0275,1.1462,457,This work compares favorably to prior approaches in terms of end-to-end speedup. Janus achieves 1.28-1.52x end-to-end sp
134,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0261,1.1864,511,Janus compares favorably to prior approaches in terms of training speed and efficiency. It achieves up to 2.06× speedup 
135,vllm,What are the practical implications of this work?,907,898,0.0316,0.3235,134,The practical implications of this work are significant for the field of large language model (LLM) serving. Here are so
136,vllm,What are the practical implications of this work?,907,898,0.0263,0.1032,48,The practical implications of this work include:
137,vllm,What are the practical implications of this work?,907,898,0.029,0.3983,183,"The practical implications of this work are significant for large language model (LLM) serving, which is a critical comp"
138,vllm,What are the practical implications of this work?,907,898,0.0275,0.8104,401,The practical implications of this work are significant for large language model serving. The authors present a novel at
139,vllm,What are the practical implications of this work?,907,898,0.029,0.2692,115,The practical implications of this work are significant for large language model (LLM) serving. The key points are:
140,vllm,What future work do the authors suggest?,906,898,0.0288,0.7286,365,The authors suggest that future work could involve further evaluation of the proposed method on different types of LLMs 
141,vllm,What future work do the authors suggest?,906,898,0.0277,0.4416,204,"The authors suggest that their work may not apply to compute-bound workloads, but is ideal for memory-bound LLM serving."
142,vllm,What future work do the authors suggest?,906,898,0.0295,0.1284,55,The authors suggest future work in the following areas:
143,vllm,What future work do the authors suggest?,906,898,0.0929,0.9355,426,The authors suggest future work to further improve the performance of their system. One area they mention is exploring h
144,vllm,What future work do the authors suggest?,906,898,0.0297,1.2072,599,The authors suggest that future work could focus on further improving the performance of PagedAttention by exploring dif
145,vllm,Describe the experimental setup used in this paper.,907,898,0.0298,0.5274,234,The experimental setup used in this paper is described in detail in section 6. The authors evaluated vLLM (Efficient Mem
146,vllm,Describe the experimental setup used in this paper.,907,898,0.1034,1.0007,388,"The experimental setup used in this paper involved implementing vLLM, a novel attention mechanism inspired by virtual me"
147,vllm,Describe the experimental setup used in this paper.,907,898,0.0293,1.4712,694,The experimental setup used in this paper involves implementing the proposed vLLM (Virtual Large Language Model) with Pa
148,vllm,Describe the experimental setup used in this paper.,907,898,0.1056,1.1236,455,"The paper uses FastAPI and PyTorch to implement vLLM, which is a variant of the LLM serving system. The system supports "
149,vllm,Describe the experimental setup used in this paper.,907,898,0.073,1.4503,635,The experimental setup used in this paper involves implementing the vLLM model using FastAPI and PyTorch with custom CUD
150,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.1168,0.9377,412,This paper addresses the problem of balancing the need for uniform load distribution with the requirement for per-connec
151,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0645,1.0271,479,The problem addressed by this paper is the trade-off between achieving uniform load distribution and maintaining per-con
152,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0294,0.7228,336,This paper addresses the problem of achieving both per-connection-consistency (PCC) and uniform load distribution in a l
153,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.1021,0.4703,188,The paper addresses the problem of achieving both uniform load distribution and per-connection consistency (PCC) in a lo
154,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0956,0.5393,228,The paper addresses the problem of achieving both uniform load distribution and per-connection consistency (PCC) in a lo
155,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.027,1.1781,484,"The paper ""A High-Speed Load-Balancer Design with Guaranteed Per-Connection-Consistency"" by Tom Barbette, Chen Tang, Hao"
156,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0281,0.7996,286,"The paper ""A High-Speed Load-Balancer Design with Guaranteed Per-Connection-Consistency"" by Tom Barbette, Chen Tang, Hao"
157,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0555,0.8897,394,"The paper ""A High-Speed Load-Balancer Design with Guaranteed Per-Connection-Consistency"" by Tom Barbette et al. discusse"
158,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0258,0.1782,91,This paper relates to network systems and machine learning inference in the following ways:
159,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.025,0.2088,96,This paper relates to network systems and machine learning (ML) inference in the following ways:
160,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0253,0.1876,98,The authors suggest that future work includes new mechanisms and improved middlebox compatibility.
161,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0253,0.2001,104,The authors suggest that future work should include new mechanisms and improved middlebox compatibility.
162,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0278,0.1034,46,The authors suggest the following future work:
163,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0266,0.1886,98,The authors suggest that future work includes new mechanisms and improved middlebox compatibility.
164,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0251,0.177,93,The authors suggest future work includes new mechanisms and improved middlebox compatibility.
165,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0269,1.0069,455,The methodology proposed in the document is the use of self-modifying RDMA verbs to enable complex offloads like key-val
166,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0266,1.045,526,"The proposed methodology or approach is the use of self-modifying RDMA verbs to enable conditional logic and loops, whic"
167,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0284,0.712,320,The proposed methodology or approach is the use of self-modifying RDMA verbs to enable conditional logic and loops. This
168,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.027,0.807,379,"The proposed methodology or approach is RedN, a novel framework that demonstrates RDMA's Turing completeness using self-"
169,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0269,0.6331,276,"The methodology proposed in the document is the RedN framework, which demonstrates the Turing completeness of RDMA using"
170,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.1262,1.7195,702,"The experimental setup used in this paper involved benchmarking RDMA verbs, offload operations, and the performance of R"
171,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0293,1.1556,587,The experimental setup used in this paper involved implementing the RedN computational framework in a microbenchmark env
172,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0293,1.0427,475,"The experimental setup used in this paper involved microbenchmarks and offload tests. Specifically, the authors conducte"
173,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0273,0.8499,375,"The paper ""RDMA is Turing Complete, We Just Did Not Know It Yet!"" describes an experimental setup using the RedN framewo"
174,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.107,1.2302,544,The experimental setup used in this paper involved implementing the RedN framework in a microbenchmark environment. The 
175,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0265,0.9176,423,The paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDMA
176,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0286,0.8553,364,The paper addresses the problem of enabling complex offloads like key-value lookups directly on commodity RDMA NICs (RNI
177,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0285,0.9171,448,This paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDM
178,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0265,0.6763,310,The paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDMA
