request_id,context_id,question,token_length,context_tokens,ttft_s,total_latency_s,response_length,response_preview
44,ServerlessLLM_summary,What methodology or approach is proposed?,608,601,0.0263,0.5058,245,The methodology or approach proposed in the document is a distributed system called ServerlessLLM that addresses the cha
45,click,How does this paper relate to network systems or ML inference?,685,673,0.0445,0.8373,430,"The paper ""The Click Modular Router"" discusses the design and implementation of a modular router architecture that can b"
46,click,How does this paper relate to network systems or ML inference?,685,673,0.1091,0.6423,280,"This paper, titled ""The Click Modular Router,"" discusses a software architecture for building routers using packet proce"
47,click,How does this paper relate to network systems or ML inference?,685,673,0.0286,0.8157,363,"The paper ""The Click Modular Router"" by Eddie Kohler, Robert Morris, Benjie Chen, John Jannotti, and M. Frans Kaashoek d"
48,click,How does this paper relate to network systems or ML inference?,685,673,0.0267,0.4654,248,"The paper ""Click Modular Router"" discusses the Click software architecture for building modular routers using packet pro"
49,click,How does this paper relate to network systems or ML inference?,685,673,0.0253,0.5062,275,"The paper ""The Click Modular Router"" discusses a software architecture for building modular routers using packet process"
50,click,What future work do the authors suggest?,681,673,0.0489,0.6423,349,"The authors suggest that future work could focus on further improving the performance and scalability of Click, as well "
51,click,What future work do the authors suggest?,681,673,0.1185,1.3131,642,The authors suggest that Click is an open and extensible software router architecture that combines modularity with high
52,click,What future work do the authors suggest?,681,673,0.0971,1.2027,600,"The authors suggest that future work could include further optimization of the Click architecture, such as improving the"
53,click,What future work do the authors suggest?,681,673,0.0287,0.5036,246,"The authors of the ""Click Modular Router"" suggest that future work should focus on several areas to further enhance the "
54,click,What future work do the authors suggest?,681,673,0.0253,0.6961,384,"The authors suggest that future work could include further optimization of the kernel environment, improving the efficie"
55,click,Describe the experimental setup used in this paper.,682,673,0.0337,0.3573,171,The experimental setup used in this paper involves testing a complete IP router implemented using 16 elements per path. 
56,click,Describe the experimental setup used in this paper.,682,673,0.0257,0.6876,322,"The paper does not provide specific details about the experimental setup used in the paper. However, it mentions that th"
57,click,Describe the experimental setup used in this paper.,682,673,0.0945,1.5035,772,"The paper does not provide detailed information about the experimental setup used in the study. However, based on the co"
58,click,Describe the experimental setup used in this paper.,682,673,0.0936,0.735,294,"The experimental setup used in the paper is described in detail in section 6. The authors state that ""Tests show that Cl"
59,click,Describe the experimental setup used in this paper.,682,673,0.0331,0.9468,488,The experimental setup used in this paper involves testing the Click modular router architecture. The authors evaluated 
60,cacheblend,What is the main contribution of this paper?,925,916,0.0445,1.124,445,"The main contribution of this paper is the introduction of CacheBlend, which enables efficient reuse of precomputed key-"
61,cacheblend,What is the main contribution of this paper?,925,916,0.0265,1.3178,532,"The main contribution of this paper is the introduction of CacheBlend, a method that enables efficient reuse of precompu"
62,cacheblend,What is the main contribution of this paper?,925,916,0.0295,0.5414,238,"The main contribution of this paper is the introduction of CacheBlend, a system designed to accelerate large language mo"
63,cacheblend,What is the main contribution of this paper?,925,916,0.0264,1.176,479,"The main contribution of this paper is the introduction of CacheBlend, which enables efficient reuse of precomputed key-"
64,cacheblend,What is the main contribution of this paper?,925,916,0.0925,1.3308,516,"The main contribution of this paper is the introduction of CacheBlend, a method that enables the efficient reuse of prec"
65,cacheblend,How does this work compare to prior approaches?,925,916,0.0345,0.1546,66,CacheBlend compares favorably to prior approaches in several ways:
66,cacheblend,How does this work compare to prior approaches?,925,916,0.1066,0.9623,348,CacheBlend compares favorably to prior approaches in terms of speed and quality. It reduces the time-to-first-token (TTF
67,cacheblend,How does this work compare to prior approaches?,925,916,0.0358,0.9082,363,"CacheBlend compares favorably to prior approaches, particularly in terms of speed and quality. It reduces the time-to-fi"
68,cacheblend,How does this work compare to prior approaches?,925,916,0.0924,0.7491,231,"This work, CacheBlend, compares favorably to prior approaches in terms of both speed and quality. Specifically, it reduc"
69,cacheblend,How does this work compare to prior approaches?,925,916,0.0285,0.1471,66,CacheBlend compares favorably to prior approaches in several ways:
70,cacheblend,What are the practical implications of this work?,925,916,0.0339,0.4677,203,"The practical implications of this work are significant for the field of large language model (LLM) serving, particularl"
71,cacheblend,What are the practical implications of this work?,925,916,0.1144,1.9037,914,The practical implications of this work are significant for large language model (LLM) serving in Retrieval-Augmented Ge
72,cacheblend,What are the practical implications of this work?,925,916,0.0268,0.1028,48,The practical implications of this work include:
73,cacheblend,What are the practical implications of this work?,925,916,0.0264,1.3074,697,The practical implications of this work are significant for large language model serving in RAG settings. By enabling ef
74,cacheblend,What are the practical implications of this work?,925,916,0.0271,0.4079,176,The practical implications of this work are significant in the context of large language model (LLM) serving for Retriev
75,osdi24-lee,What trade-offs does the proposed solution involve?,810,801,0.0522,0.2044,66,"The proposed solution, InfiniGen, involves several key trade-offs:"
76,osdi24-lee,What trade-offs does the proposed solution involve?,810,801,0.0255,0.1669,62,The proposed solution InfiniGen involves a few key trade-offs:
77,osdi24-lee,What trade-offs does the proposed solution involve?,810,801,0.0266,0.8524,386,The proposed solution InfiniGen involves several trade-offs. One of the key trade-offs is the balance between accuracy a
78,osdi24-lee,What trade-offs does the proposed solution involve?,810,801,0.1151,0.2553,71,"The proposed solution InfiniGen involves several trade-offs, including:"
79,osdi24-lee,What trade-offs does the proposed solution involve?,810,801,0.0247,0.2643,117,"The proposed solution, InfiniGen, involves several trade-offs to achieve its performance and accuracy. These include:"
80,osdi24-lee,What is the motivation behind this research?,809,801,0.0289,1.0118,516,The motivation behind this research is to address the limitations of existing KV eviction strategies for LLM inference s
81,osdi24-lee,What is the motivation behind this research?,809,801,0.0269,1.1024,555,"The motivation behind this research is to address the limitations of existing KV eviction strategies, such as H2O, which"
82,osdi24-lee,What is the motivation behind this research?,809,801,0.0259,1.3782,724,"The motivation behind this research is to address the limitations of existing KV eviction strategies, particularly the m"
83,osdi24-lee,What is the motivation behind this research?,809,801,0.0268,0.4756,263,The motivation behind this research is to improve the efficiency and performance of large language models (LLMs) by addr
84,osdi24-lee,What is the motivation behind this research?,809,801,0.0257,0.3755,212,The motivation behind this research is to address the limitations of existing KV eviction strategies for LLM inference s
85,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0305,0.2365,105,"The authors highlight several limitations of existing KV eviction strategies, such as H2O. These include:"
86,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0285,0.2445,116,The authors highlight several limitations of existing KV eviction strategies like H2O in their paper. These include:
87,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0796,0.2529,90,"The authors highlight several limitations of existing KV eviction strategies, such as H2O:"
88,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.1228,0.2526,88,"The authors highlight several limitations of existing KV eviction strategies, including:"
89,osdi24-lee,What are the main limitations mentioned by the authors?,811,801,0.0256,0.1123,48,The main limitations mentioned in the paper are:
90,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.1383,0.3216,110,The authors mention that outsourcing middlebox processing to the cloud has several limitations. These include:
91,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0254,0.1332,66,"The authors mention several limitations in their paper, including:"
92,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0567,0.2301,104,The authors mention several limitations of outsourcing middlebox processing to the cloud. These include:
93,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0268,0.135,66,"The authors mention several limitations in their paper, including:"
94,aplomb-sigcomm12,What are the main limitations mentioned by the authors?,704,694,0.0262,0.1132,54,The main limitations mentioned by the authors include:
95,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0342,0.9319,460,"The evaluation of APLOMB was based on a large-scale study of enterprise networks. Specifically, the authors surveyed 57 "
96,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0275,0.1685,78,The paper did not provide specific datasets or benchmarks used for evaluation.
97,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0253,0.9997,440,The paper does not provide specific information about the datasets or benchmarks used for evaluation. It only mentions t
98,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0263,0.3093,133,The evaluation of APLOMB was conducted across 57 enterprises. No specific datasets or benchmarks were mentioned in the p
99,aplomb-sigcomm12,What datasets or benchmarks were used for evaluation?,703,694,0.0259,1.1997,532,"The paper does not provide specific details about the datasets or benchmarks used for evaluation. However, it mentions t"
100,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.1218,0.774,347,"The paper describes a large-scale study across 57 enterprises to evaluate the effectiveness of APLOMB, a system that out"
101,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0249,0.4718,235,The authors conducted a study across 57 enterprises to evaluate the effectiveness of APLOMB (A Cloud-Based Middlebox Ser
102,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0261,0.8174,415,"The experimental setup used in this paper involved a large-scale study of enterprise networks. Specifically, the authors"
103,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.0259,1.1425,584,The experimental setup used in this paper involved a study across 57 enterprises. The study aimed to evaluate the effect
104,aplomb-sigcomm12,Describe the experimental setup used in this paper.,703,694,0.025,0.7098,363,"The experimental setup used in this paper involved a large-scale study of enterprise networks. Specifically, the authors"
105,metron-nsdi18,What is the motivation behind this research?,665,657,0.0445,0.6401,329,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
106,metron-nsdi18,What is the motivation behind this research?,665,657,0.0272,0.396,204,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
107,metron-nsdi18,What is the motivation behind this research?,665,657,0.0262,0.624,336,The motivation behind this research is to eliminate performance challenges in NFV by replacing hardware middleboxes with
108,metron-nsdi18,What is the motivation behind this research?,665,657,0.0269,0.6869,376,The motivation behind this research is to demonstrate that efficient NFV service chains can be realized on commodity ser
109,metron-nsdi18,What is the motivation behind this research?,665,657,0.0258,0.8209,426,The motivation behind this research is to address the performance challenges that NFV (Network Function Virtualization) 
110,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0325,0.4122,205,"The methodology or approach proposed in the document is the use of hardware-aware placement, dispatching, and offloading"
111,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0255,0.696,362,The methodology or approach proposed in the document is the use of a commodity server and network resources to run state
112,metron-nsdi18,What methodology or approach is proposed?,664,657,0.1216,1.2406,558,The methodology or approach proposed is a high-performance NFV platform called Metron that fully utilizes commodity serv
113,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0257,1.3813,668,The methodology or approach proposed in the document is the use of NFV (Network Function Virtualization) to run stateful
114,metron-nsdi18,What methodology or approach is proposed?,664,657,0.0266,0.43,219,The methodology proposed in the document is an NFV platform called Metron that utilizes commodity server and network res
115,metron-nsdi18,What problem does this paper address?,664,657,0.0332,0.9577,461,"This paper addresses the problem of performance challenges faced by NFV (Network Function Virtualization) platforms, par"
116,metron-nsdi18,What problem does this paper address?,664,657,0.0267,0.9296,454,The paper addresses the performance challenges that NFV (Network Function Virtualization) systems face when running stat
117,metron-nsdi18,What problem does this paper address?,664,657,0.0261,0.9276,444,This paper addresses the performance challenges that NFV (Network Function Virtualization) systems face due to packet ha
118,metron-nsdi18,What problem does this paper address?,664,657,0.1139,1.4705,684,This paper addresses the performance challenges faced by NFV (Network Function Virtualization) when replacing hardware m
119,metron-nsdi18,What problem does this paper address?,664,657,0.1202,0.9325,403,"This paper addresses the performance challenges of NFV platforms, specifically focusing on stateful service chains. It p"
120,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0489,0.2328,95,The paper does not provide a detailed description of the experimental setup used in this paper.
121,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0263,0.1351,56,The experimental setup used in this paper is as follows:
122,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0275,0.3519,180,The experimental setup used in this paper involved benchmarking Janus on three different models and three different data
123,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0272,0.7437,341,The experimental setup used in this paper involved training sparse mixture-of-experts (MoE) models on 32-A100 clusters. 
124,sigcomm2023_janus,Describe the experimental setup used in this paper.,766,757,0.0269,1.1634,464,The experimental setup used in this paper involved training sparse mixture-of-experts (MoE) models on three different da
125,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0967,0.6317,238,"The methodology proposed in the paper ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of-Experts Mod"
126,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0266,1.4672,714,The methodology proposed in the document is a data-centric paradigm for training Sparse Mixture-of-Experts (MoE) models.
127,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0306,0.5853,247,"The methodology or approach proposed in the paper ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of"
128,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0992,0.4039,133,The methodology proposed in the document is a data-centric paradigm for training Mixture-of-Experts (MoE) models. The ke
129,sigcomm2023_janus,What methodology or approach is proposed?,764,757,0.0255,0.5051,206,"The methodology proposed in ""Janus: A Unified Distributed Training Framework for Sparse Mixture-of-Experts Models"" is a "
130,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0294,1.2671,566,Janus compares favorably to prior approaches in terms of speedup. The study shows that Janus achieves 1.28–1.52× end-to-
131,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.028,0.1475,61,Janus compares favorably to prior approaches in several ways:
132,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0273,0.1591,68,Janus compares favorably to prior approaches in several key aspects:
133,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0282,0.7798,320,"Janus compares favorably to prior approaches in terms of speedup and efficiency. Specifically, it achieves up to 2.06× s"
134,sigcomm2023_janus,How does this work compare to prior approaches?,766,757,0.0914,1.7156,756,"Janus compares favorably to prior approaches. Specifically, it achieves 1.28–1.52× end-to-end speedup over Tutel across "
135,vllm,What are the practical implications of this work?,907,898,0.1535,0.4367,144,The practical implications of this work are significant for the field of large language model (LLM) serving. The key pra
136,vllm,What are the practical implications of this work?,907,898,0.0287,0.2817,126,The practical implications of this work are significant for large language model (LLM) serving systems. The main benefit
137,vllm,What are the practical implications of this work?,907,898,0.1176,1.0234,465,The practical implications of this work are significant for the field of large language model (LLM) serving. The work in
138,vllm,What are the practical implications of this work?,907,898,0.028,0.8035,386,"The practical implications of this work are significant, as it addresses the memory and throughput bottlenecks in large "
139,vllm,What are the practical implications of this work?,907,898,0.0276,1.1208,614,The practical implications of this work include the potential for significant improvements in the performance and effici
140,vllm,What future work do the authors suggest?,906,898,0.0347,0.132,55,The authors suggest future work in the following areas:
141,vllm,What future work do the authors suggest?,906,898,0.0285,1.2211,651,"The authors suggest future work to further improve the performance of vLLM. Specifically, they propose to explore the us"
142,vllm,What future work do the authors suggest?,906,898,0.0267,0.1241,55,The authors suggest future work in the following areas:
143,vllm,What future work do the authors suggest?,906,898,0.0263,1.5106,790,The authors suggest that future work could involve further optimization of the memory management techniques in vLLM. Spe
144,vllm,What future work do the authors suggest?,906,898,0.0272,0.9999,559,The authors suggest that future work could involve further optimization and refinement of the PagedAttention mechanism. 
145,vllm,Describe the experimental setup used in this paper.,907,898,0.1181,1.4025,612,The experimental setup used in this paper involved implementing the vLLM system using FastAPI and PyTorch with custom CU
146,vllm,Describe the experimental setup used in this paper.,907,898,0.1092,1.4497,601,The experimental setup used in this paper involved implementing vLLM using FastAPI and PyTorch with custom CUDA kernels.
147,vllm,Describe the experimental setup used in this paper.,907,898,0.0271,1.765,820,The experimental setup used in this paper is a distributed memory management system designed for large language models (
148,vllm,Describe the experimental setup used in this paper.,907,898,0.0273,0.8396,379,The experimental setup used in this paper involved implementing a large language model (LLM) serving system called vLLM.
149,vllm,Describe the experimental setup used in this paper.,907,898,0.0285,0.5811,283,"The experimental setup used in this paper involved implementing a large language model (LLM) serving system called vLLM,"
150,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.1424,0.8127,336,This paper addresses the problem of achieving uniform load distribution and per-connection-consistency (PCC) in a load b
151,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.1197,0.9233,392,The paper addresses the problem of achieving both uniform load distribution and per-connection-consistency (PCC) in a lo
152,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0258,0.7377,340,The paper addresses the problem of achieving both uniform load distribution and per-connection-consistency (PCC) in a lo
153,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0254,0.9753,467,The paper addresses the problem of achieving per-connection consistency (PCC) while maintaining uniform load distributio
154,nsdi20-paper-barbette,What problem does this paper address?,667,660,0.0253,0.7635,354,The paper addresses the problem of balancing the need for uniform load distribution with the requirement for per-connect
155,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0353,0.8042,286,"The paper ""A High-Speed Load-Balancer Design with Guaranteed Per-Connection-Consistency"" by Tom Barbette, Chen Tang, Hao"
156,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.026,1.499,735,"This paper discusses a load balancer system called CHEETAH, which is designed to achieve uniform load distribution and p"
157,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0261,0.9384,439,This paper discusses a load balancer called CHEETAH that is designed to achieve uniform load distribution and per-connec
158,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0279,0.7382,336,This paper discusses a load balancer system called CHEETAH that is designed to ensure per-connection consistency (PCC) w
159,nsdi20-paper-barbette,How does this paper relate to network systems or ML inference?,672,660,0.0254,0.166,77,This paper relates to network systems and ML inference in the following ways:
160,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0333,0.195,98,The authors suggest that future work includes new mechanisms and improved middlebox compatibility.
161,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0272,0.1893,95,The authors suggest future work to include new mechanisms and improved middlebox compatibility.
162,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0264,0.1772,93,The authors suggest future work includes new mechanisms and improved middlebox compatibility.
163,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.0262,0.1881,98,The authors suggest that future work includes new mechanisms and improved middlebox compatibility.
164,nsdi20-paper-barbette,What future work do the authors suggest?,668,660,0.1132,0.275,95,The authors suggest future work to include new mechanisms and improved middlebox compatibility.
165,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.1296,0.9339,426,The proposed methodology or approach is based on leveraging self-modifying RDMA verbs to enable conditional logic and lo
166,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0267,0.8954,408,"The methodology proposed is the use of self-modifying RDMA verbs to enable conditional logic and loops, which are not di"
167,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0262,0.8485,430,"The methodology or approach proposed in this document is the RedN Computational Framework, which leverages self-modifyin"
168,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0277,1.0561,464,"The methodology proposed in the document is the use of self-modifying RDMA verbs (i.e., RedN) to enable complex offloads"
169,nsdi22-paper-reda_1,What methodology or approach is proposed?,830,823,0.0644,0.9302,422,"The proposed methodology or approach is the RedN framework, which uses self-modifying chains of RDMA verbs to demonstrat"
170,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.1299,0.9945,418,The paper describes an experimental setup for evaluating the performance of offloading operations using RDMA (Remote Dir
171,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0269,1.5082,714,"The paper does not provide specific details on the experimental setup used in the experiments. However, given the contex"
172,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0276,1.632,706,The experimental setup used in this paper involved using RNICs (RDMA NICs) to offload common operations from CPUs to the
173,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.0252,1.6828,784,The experimental setup used in this paper involved benchmarking the performance of RDMA (Remote Direct Memory Access) ve
174,nsdi22-paper-reda_1,Describe the experimental setup used in this paper.,832,823,0.026,0.5981,285,"The experimental setup used in this paper involves evaluating the performance of RedN, a framework that enables RDMA (Re"
175,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0316,1.2662,664,This paper addresses the problem of improving the performance and reliability of offloading operations from CPUs to RDMA
176,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0268,0.8611,422,This paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDM
177,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0274,0.9594,457,This paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDM
178,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0279,0.9179,438,The paper addresses the problem of enabling complex offloads like key-value lookups and list traversal on commodity RDMA
